State Name,District Name,Disability,Age Group,Male,Female,Other,Total
Maharashtra,Gadchiroli,Intellectual Disability,'0-6',37,33,,70
Maharashtra,Gadchiroli,Hemophilia,'6-15',4,,,4
Maharashtra,Gadchiroli,Hemophilia,'35-60',5,1,,6
Maharashtra,Gadchiroli,Hemophilia,'15-35',4,1,,5
Maharashtra,Gadchiroli,Hemophilia,'0-6',1,,,1
Maharashtra,Gadchiroli,Hearing Impairment,'80+',,1,,1
Maharashtra,Gadchiroli,Chronic Neurological Conditions,'15-35',6,5,,11
Maharashtra,Gadchiroli,Cerebral Palsy,'80+',1,,,1
Maharashtra,Gadchiroli,Autism Spectrum Disorder,'35-60',4,1,,5
Maharashtra,Gadchiroli,Autism Spectrum Disorder,'15-35',1,2,,3
Maharashtra,Gadchiroli,Acid Attack Victim,'6-15',,1,,1
Maharashtra,Gadchiroli,Acid Attack Victim,'15-35',,1,,1
Maharashtra,Dhule,Thalassemia,'60-80',1,,,1
Maharashtra,Dhule,Thalassemia,'6-15',10,7,,17
Maharashtra,Dhule,Thalassemia,'35-60',2,1,,3
Maharashtra,Dhule,Thalassemia,'15-35',12,2,,14
Maharashtra,Dhule,Thalassemia,'0-6',3,,,3
Maharashtra,Dhule,Speech and Language Disability,'80+',,1,,1
Maharashtra,Dhule,Speech and Language Disability,'60-80',1,,,1
Maharashtra,Gadchiroli,Autism Spectrum Disorder,'6-15',1,,,1
Maharashtra,Gadchiroli,Autism Spectrum Disorder,'60-80',1,1,,2
Maharashtra,Gadchiroli,Cerebral Palsy,'60-80',10,1,,11
Maharashtra,Gadchiroli,Cerebral Palsy,'6-15',15,8,,23
Maharashtra,Gadchiroli,Cerebral Palsy,'35-60',18,5,,23
Maharashtra,Gadchiroli,Cerebral Palsy,'15-35',12,7,,19
Maharashtra,Gadchiroli,Cerebral Palsy,'0-6',7,3,,10
Maharashtra,Gadchiroli,Blindness,'80+',1,6,,7
Maharashtra,Gadchiroli,Blindness,'60-80',62,37,,99
Maharashtra,Gadchiroli,Blindness,'6-15',13,18,,31
Maharashtra,Gadchiroli,Blindness,'35-60',184,93,,277
Maharashtra,Gadchiroli,Blindness,'15-35',113,71,,184
Maharashtra,Gadchiroli,Blindness,'0-6',3,2,,5
Maharashtra,Dhule,Speech and Language Disability,'6-15',,,,
Maharashtra,Thane,Chronic Neurological Conditions,'6-15',5,2,,7
Maharashtra,Thane,Chronic Neurological Conditions,'60-80',33,5,,38
Maharashtra,Thane,Chronic Neurological Conditions,'80+',,,,
Maharashtra,Thane,Dwarfism,'15-35',34,30,,64
Maharashtra,Thane,Dwarfism,'35-60',18,21,,39
Maharashtra,Thane,Dwarfism,'6-15',3,5,,8
Maharashtra,Thane,Dwarfism,'60-80',2,1,,3
Maharashtra,Thane,Hearing Impairment,'0-6',51,52,,103
Maharashtra,Thane,Chronic Neurological Conditions,'35-60',65,13,,78
Maharashtra,Thane,Chronic Neurological Conditions,'15-35',30,11,,41
Maharashtra,Thane,Blindness,'80+',70,14,,84
Maharashtra,Thane,Cerebral Palsy,'0-6',16,7,,23
Maharashtra,Thane,Cerebral Palsy,'15-35',240,152,,392
Maharashtra,Thane,Cerebral Palsy,'35-60',222,103,,325
Maharashtra,Thane,Cerebral Palsy,'6-15',112,65,,177
Maharashtra,Thane,Cerebral Palsy,'60-80',31,17,,48
Maharashtra,Thane,Cerebral Palsy,'80+',,,,
Maharashtra,Thane,Chronic Neurological Conditions,'0-6',1,,,1
Maharashtra,Thane,Hearing Impairment,'15-35',2493,1746,1,4240
Maharashtra,Thane,Hearing Impairment,'35-60',2000,890,,2890
Maharashtra,Thane,Hearing Impairment,'6-15',755,567,1,1323
Maharashtra,Thane,Leprosy cured,'35-60',65,45,,110
Maharashtra,Thane,Leprosy cured,'15-35',6,10,,16
Maharashtra,Thane,Leprosy cured,'0-6',,,,
Maharashtra,Thane,Intellectual Disability,'80+',3,2,,5
Maharashtra,Thane,Intellectual Disability,'60-80',67,37,,104
Maharashtra,Thane,Intellectual Disability,'6-15',1966,1104,1,3071
Maharashtra,Thane,Intellectual Disability,'35-60',983,587,1,1571
Maharashtra,Thane,Intellectual Disability,'15-35',4243,2129,,6372
Maharashtra,Thane,Intellectual Disability,'0-6',96,42,,138
Maharashtra,Thane,Hemophilia,'80+',1,,,1
Maharashtra,Thane,Hemophilia,'60-80',13,,,13
Maharashtra,Thane,Hemophilia,'6-15',28,,,28
Maharashtra,Thane,Hemophilia,'35-60',26,1,,27
Maharashtra,Thane,Hemophilia,'15-35',69,1,,70
Maharashtra,Thane,Hemophilia,'0-6',6,,,6
Maharashtra,Thane,Hearing Impairment,'80+',90,17,,107
Maharashtra,Thane,Hearing Impairment,'60-80',637,177,,814
Maharashtra,Thane,Leprosy cured,'6-15',,,,
Maharashtra,Thane,Blindness,'60-80',696,236,,932
Maharashtra,Solapur,Speech and Language Disability,'6-15',3,,,3
Maharashtra,Solapur,Speech and Language Disability,'35-60',7,,,7
Maharashtra,Solapur,Speech and Language Disability,'15-35',10,1,,11
Maharashtra,Solapur,Speech and Language Disability,'0-6',,,,
Maharashtra,Solapur,Specific Learning Disabilities,'60-80',,,,
Maharashtra,Solapur,Specific Learning Disabilities,'6-15',,1,,1
Maharashtra,Solapur,Specific Learning Disabilities,'35-60',,2,,2
Maharashtra,Solapur,Specific Learning Disabilities,'15-35',44,7,,51
Maharashtra,Solapur,Sickle Cell Disease,'60-80',,,,
Maharashtra,Solapur,Sickle Cell Disease,'6-15',,,,
Maharashtra,Solapur,Sickle Cell Disease,'35-60',,,,
Maharashtra,Solapur,Sickle Cell Disease,'15-35',1,,,1
Maharashtra,Solapur,Sickle Cell Disease,'0-6',,,,
Maharashtra,Solapur,Parkinson's Disease,'80+',,,,
Maharashtra,Solapur,Parkinson's Disease,'60-80',,,,
Maharashtra,Solapur,Parkinson's Disease,'35-60',2,1,,3
Maharashtra,Solapur,Parkinson's Disease,'15-35',,,,
Maharashtra,Solapur,Speech and Language Disability,'60-80',,,,
Maharashtra,Solapur,Thalassemia,'0-6',5,3,,8
Maharashtra,Solapur,Thalassemia,'15-35',19,12,,31
Maharashtra,Thane,Blindness,'6-15',179,164,,343
Maharashtra,Thane,Blindness,'35-60',1653,831,2,2486
Maharashtra,Thane,Blindness,'15-35',1016,599,,1615
Maharashtra,Thane,Blindness,'0-6',11,21,,32
Maharashtra,Thane,Autism Spectrum Disorder,'80+',1,,,1
Maharashtra,Thane,Autism Spectrum Disorder,'60-80',1,1,,2
Maharashtra,Thane,Autism Spectrum Disorder,'6-15',442,97,1,540
Maharashtra,Thane,Autism Spectrum Disorder,'35-60',12,1,,13
Maharashtra,Thane,Autism Spectrum Disorder,'15-35',150,22,,172
Maharashtra,Thane,Autism Spectrum Disorder,'0-6',35,14,,49
Maharashtra,Thane,Acid Attack Victim,'60-80',4,2,,6
Maharashtra,Thane,Acid Attack Victim,'6-15',,,,
Maharashtra,Thane,Acid Attack Victim,'35-60',5,1,,6
Maharashtra,Thane,Acid Attack Victim,'15-35',2,,,2
Maharashtra,Solapur,Thalassemia,'60-80',,,,
Maharashtra,Solapur,Thalassemia,'6-15',23,7,,30
Maharashtra,Solapur,Thalassemia,'35-60',1,,,1
Maharashtra,Solapur,Muscular Dystrophy,'80+',6,1,,7
Maharashtra,Wardha,Blindness,'6-15',23,31,,54
Maharashtra,Thane,Speech and Language Disability,'60-80',22,1,,23
Maharashtra,Thane,Speech and Language Disability,'6-15',10,8,,18
Maharashtra,Thane,Speech and Language Disability,'35-60',36,12,,48
Maharashtra,Thane,Speech and Language Disability,'15-35',28,16,,44
Maharashtra,Thane,Speech and Language Disability,'0-6',,,,
Maharashtra,Thane,Specific Learning Disabilities,'60-80',,,,
Maharashtra,Thane,Specific Learning Disabilities,'6-15',30,21,,51
Maharashtra,Thane,Specific Learning Disabilities,'35-60',3,,,3
Maharashtra,Thane,Specific Learning Disabilities,'15-35',338,106,,444
Maharashtra,Thane,Specific Learning Disabilities,'0-6',,,,
Maharashtra,Thane,Sickle Cell Disease,'60-80',1,1,,2
Maharashtra,Thane,Sickle Cell Disease,'6-15',3,7,,10
Maharashtra,Thane,Sickle Cell Disease,'35-60',8,3,,11
Maharashtra,Thane,Sickle Cell Disease,'15-35',21,6,,27
Maharashtra,Thane,Parkinson's Disease,'80+',,,,
Maharashtra,Thane,Parkinson's Disease,'60-80',28,10,,38
Maharashtra,Thane,Parkinson's Disease,'6-15',,,,
Maharashtra,Thane,Speech and Language Disability,'80+',1,,,1
Maharashtra,Thane,Thalassemia,'0-6',4,2,,6
Maharashtra,Thane,Thalassemia,'15-35',116,94,,210
Maharashtra,Wardha,Blindness,'35-60',292,170,1,463
Maharashtra,Wardha,Blindness,'15-35',163,103,,266
Maharashtra,Wardha,Blindness,'0-6',5,1,,6
Maharashtra,Wardha,Autism Spectrum Disorder,'80+',,,,
Maharashtra,Wardha,Autism Spectrum Disorder,'60-80',,,,
Maharashtra,Wardha,Autism Spectrum Disorder,'6-15',33,7,,40
Maharashtra,Wardha,Autism Spectrum Disorder,'35-60',,,,
Maharashtra,Wardha,Autism Spectrum Disorder,'15-35',1,3,,4
Maharashtra,Wardha,Autism Spectrum Disorder,'0-6',2,,,2
Maharashtra,Wardha,Acid Attack Victim,'80+',,,,
Maharashtra,Wardha,Acid Attack Victim,'60-80',,,,
Maharashtra,Wardha,Acid Attack Victim,'6-15',,,,
Maharashtra,Wardha,Acid Attack Victim,'35-60',1,,,1
Maharashtra,Wardha,Acid Attack Victim,'15-35',,,,
Maharashtra,Thane,Thalassemia,'60-80',1,,,1
Maharashtra,Thane,Thalassemia,'6-15',44,32,,76
Maharashtra,Thane,Thalassemia,'35-60',9,8,,17
Maharashtra,Thane,Parkinson's Disease,'35-60',24,7,,31
Maharashtra,Thane,Parkinson's Disease,'15-35',1,1,,2
Maharashtra,Thane,Mental Illness,'6-15',72,33,,105
Maharashtra,Thane,Mental Illness,'35-60',487,256,,743
Maharashtra,Thane,Mental Illness,'15-35',254,135,,389
Maharashtra,Thane,Mental Illness,'0-6',4,5,,9
Maharashtra,Thane,Low Vision,'80+',5,2,,7
Maharashtra,Thane,Low Vision,'60-80',110,28,,138
Maharashtra,Thane,Low Vision,'6-15',75,66,,141
Maharashtra,Thane,Low Vision,'35-60',304,127,,431
Maharashtra,Thane,Low Vision,'15-35',287,152,,439
Maharashtra,Thane,Low Vision,'0-6',2,5,,7
Maharashtra,Thane,Locomotor Disability,'80+',314,75,,389
Maharashtra,Thane,Locomotor Disability,'60-80',6287,1335,1,7623
Maharashtra,Thane,Locomotor Disability,'6-15',945,565,,1510
Maharashtra,Thane,Locomotor Disability,'35-60',16386,5749,4,22139
Maharashtra,Thane,Locomotor Disability,'15-35',5678,2979,1,8658
Maharashtra,Thane,Locomotor Disability,'0-6',67,53,,120
Maharashtra,Thane,Leprosy cured,'80+',2,1,,3
Maharashtra,Thane,Mental Illness,'60-80',80,53,,133
Maharashtra,Thane,Mental Illness,'80+',4,7,,11
Maharashtra,Thane,Multiple Disabilities,'0-6',31,15,,46
Maharashtra,Thane,Parkinson's Disease,'0-6',1,,,1
Maharashtra,Thane,Muscular Dystrophy,'80+',1,1,,2
Maharashtra,Thane,Muscular Dystrophy,'60-80',79,25,,104
Maharashtra,Thane,Muscular Dystrophy,'6-15',46,14,,60
Maharashtra,Thane,Muscular Dystrophy,'35-60',237,95,,332
Maharashtra,Thane,Muscular Dystrophy,'15-35',128,42,,170
Maharashtra,Thane,Muscular Dystrophy,'0-6',2,,,2
Maharashtra,Thane,Multiple Sclerosis,'80+',,,,
Maharashtra,Thane,Multiple Sclerosis,'60-80',6,1,,7
Maharashtra,Thane,Multiple Sclerosis,'6-15',,,,
Maharashtra,Thane,Multiple Sclerosis,'35-60',11,9,,20
Maharashtra,Thane,Multiple Sclerosis,'15-35',2,2,,4
Maharashtra,Thane,Multiple Disabilities,'80+',10,4,,14
Maharashtra,Thane,Multiple Disabilities,'60-80',92,24,,116
Maharashtra,Thane,Multiple Disabilities,'6-15',418,242,,660
Maharashtra,Thane,Multiple Disabilities,'35-60',240,90,,330
Maharashtra,Thane,Multiple Disabilities,'15-35',470,250,,720
Maharashtra,Thane,Leprosy cured,'60-80',71,41,,112
Maharashtra,Solapur,Muscular Dystrophy,'60-80',23,22,,45
Maharashtra,Solapur,Blindness,'0-6',20,10,,30
Maharashtra,Sindhudurg,Specific Learning Disabilities,'60-80',,,,
Maharashtra,Sindhudurg,Specific Learning Disabilities,'6-15',,,,
Maharashtra,Sindhudurg,Specific Learning Disabilities,'35-60',,,,
Maharashtra,Sindhudurg,Specific Learning Disabilities,'15-35',,,,
Maharashtra,Sindhudurg,Sickle Cell Disease,'60-80',1,,,1
Maharashtra,Sindhudurg,Sickle Cell Disease,'35-60',,1,,1
Maharashtra,Sindhudurg,Sickle Cell Disease,'15-35',,1,,1
Maharashtra,Sindhudurg,Parkinson's Disease,'60-80',,,,
Maharashtra,Sindhudurg,Parkinson's Disease,'6-15',,,,
Maharashtra,Sindhudurg,Parkinson's Disease,'35-60',2,,,2
Maharashtra,Sindhudurg,Parkinson's Disease,'15-35',,,,
Maharashtra,Sindhudurg,Muscular Dystrophy,'80+',2,,,2
Maharashtra,Sindhudurg,Muscular Dystrophy,'60-80',18,6,,24
Maharashtra,Sindhudurg,Muscular Dystrophy,'6-15',1,,,1
Maharashtra,Sindhudurg,Muscular Dystrophy,'35-60',27,9,,36
Maharashtra,Sindhudurg,Muscular Dystrophy,'15-35',8,6,,14
Maharashtra,Sindhudurg,Muscular Dystrophy,'0-6',,,,
Maharashtra,Sindhudurg,Speech and Language Disability,'0-6',,,,
Maharashtra,Sindhudurg,Speech and Language Disability,'15-35',8,3,,11
Maharashtra,Sindhudurg,Speech and Language Disability,'35-60',7,5,,12
Maharashtra,Solapur,Autism Spectrum Disorder,'60-80',,,,
Maharashtra,Solapur,Autism Spectrum Disorder,'6-15',22,1,,23
Maharashtra,Solapur,Autism Spectrum Disorder,'35-60',1,,,1
Maharashtra,Solapur,Autism Spectrum Disorder,'15-35',,1,,1
Maharashtra,Solapur,Autism Spectrum Disorder,'0-6',,,,
Maharashtra,Solapur,Acid Attack Victim,'60-80',,,,
Maharashtra,Solapur,Acid Attack Victim,'6-15',,,,
Maharashtra,Solapur,Acid Attack Victim,'35-60',,,,
Maharashtra,Solapur,Acid Attack Victim,'15-35',1,,,1
Maharashtra,Sindhudurg,Thalassemia,'60-80',,,,
Maharashtra,Sindhudurg,Thalassemia,'6-15',,2,,2
Maharashtra,Sindhudurg,Thalassemia,'35-60',1,,,1
Maharashtra,Sindhudurg,Thalassemia,'15-35',2,3,,5
Maharashtra,Sindhudurg,Thalassemia,'0-6',,,,
Maharashtra,Sindhudurg,Speech and Language Disability,'80+',1,,,1
Maharashtra,Sindhudurg,Speech and Language Disability,'60-80',1,1,,2
Maharashtra,Sindhudurg,Speech and Language Disability,'6-15',2,,,2
Maharashtra,Sindhudurg,Multiple Sclerosis,'80+',3,,,3
Maharashtra,Sindhudurg,Multiple Sclerosis,'60-80',34,7,,41
Maharashtra,Sindhudurg,Low Vision,'0-6',2,1,,3
Maharashtra,Sindhudurg,Locomotor Disability,'80+',103,16,1,120
Maharashtra,Sindhudurg,Locomotor Disability,'60-80',1278,241,,1519
Maharashtra,Sindhudurg,Locomotor Disability,'6-15',121,83,,204
Maharashtra,Sindhudurg,Locomotor Disability,'35-60',2314,812,3,3129
Maharashtra,Sindhudurg,Locomotor Disability,'15-35',672,388,,1060
Maharashtra,Sindhudurg,Locomotor Disability,'0-6',7,5,,12
Maharashtra,Sindhudurg,Leprosy cured,'80+',,,,
Maharashtra,Sindhudurg,Leprosy cured,'60-80',1,,,1
Maharashtra,Sindhudurg,Leprosy cured,'35-60',,1,,1
Maharashtra,Sindhudurg,Leprosy cured,'15-35',1,,,1
Maharashtra,Sindhudurg,Intellectual Disability,'60-80',14,6,,20
Maharashtra,Sindhudurg,Intellectual Disability,'6-15',309,206,,515
Maharashtra,Sindhudurg,Intellectual Disability,'35-60',240,129,,369
Maharashtra,Sindhudurg,Intellectual Disability,'15-35',645,362,,1007
Maharashtra,Sindhudurg,Intellectual Disability,'0-6',1,,,1
Maharashtra,Sindhudurg,Hemophilia,'60-80',2,,,2
Maharashtra,Sindhudurg,Low Vision,'15-35',150,64,,214
Maharashtra,Sindhudurg,Low Vision,'35-60',220,68,,288
Maharashtra,Sindhudurg,Low Vision,'6-15',27,16,,43
Maharashtra,Sindhudurg,Multiple Sclerosis,'6-15',,3,,3
Maharashtra,Sindhudurg,Multiple Sclerosis,'35-60',55,25,,80
Maharashtra,Sindhudurg,Multiple Sclerosis,'15-35',31,13,,44
Maharashtra,Sindhudurg,Multiple Disabilities,'80+',,,,
Maharashtra,Sindhudurg,Multiple Disabilities,'60-80',15,1,,16
Maharashtra,Sindhudurg,Multiple Disabilities,'6-15',13,10,,23
Maharashtra,Sindhudurg,Multiple Disabilities,'35-60',38,10,,48
Maharashtra,Sindhudurg,Multiple Disabilities,'15-35',32,31,,63
Maharashtra,Sindhudurg,Multiple Disabilities,'0-6',1,,,1
Maharashtra,Sindhudurg,Mental Illness,'80+',,,,
Maharashtra,Sindhudurg,Mental Illness,'60-80',24,8,,32
Maharashtra,Sindhudurg,Mental Illness,'6-15',9,4,,13
Maharashtra,Sindhudurg,Mental Illness,'35-60',113,52,,165
Maharashtra,Sindhudurg,Mental Illness,'15-35',151,87,,238
Maharashtra,Sindhudurg,Mental Illness,'0-6',,,,
Maharashtra,Sindhudurg,Low Vision,'80+',13,,,13
Maharashtra,Sindhudurg,Low Vision,'60-80',94,24,,118
Maharashtra,Sindhudurg,Hemophilia,'6-15',3,,,3
Maharashtra,Solapur,Muscular Dystrophy,'6-15',64,9,,73
Maharashtra,Solapur,Mental Illness,'0-6',,,,
Maharashtra,Solapur,Low Vision,'80+',6,4,,10
Maharashtra,Solapur,Low Vision,'60-80',124,37,,161
Maharashtra,Solapur,Low Vision,'6-15',165,107,,272
Maharashtra,Solapur,Low Vision,'35-60',489,200,1,690
Maharashtra,Solapur,Low Vision,'15-35',443,236,1,680
Maharashtra,Solapur,Low Vision,'0-6',12,7,,19
Maharashtra,Solapur,Locomotor Disability,'80+',162,20,,182
Maharashtra,Solapur,Locomotor Disability,'60-80',2035,447,,2482
Maharashtra,Solapur,Locomotor Disability,'6-15',528,308,,836
Maharashtra,Solapur,Locomotor Disability,'35-60',7564,2998,3,10565
Maharashtra,Solapur,Locomotor Disability,'15-35',2879,1358,,4237
Maharashtra,Solapur,Locomotor Disability,'0-6',78,35,,113
Maharashtra,Solapur,Leprosy cured,'80+',2,2,,4
Maharashtra,Solapur,Leprosy cured,'60-80',14,6,,20
Maharashtra,Solapur,Leprosy cured,'35-60',10,3,,13
Maharashtra,Solapur,Leprosy cured,'15-35',5,1,,6
Maharashtra,Solapur,Mental Illness,'15-35',69,33,,102
Maharashtra,Solapur,Mental Illness,'35-60',88,45,,133
Maharashtra,Solapur,Mental Illness,'6-15',5,5,,10
Maharashtra,Solapur,Muscular Dystrophy,'35-60',102,49,,151
Maharashtra,Solapur,Muscular Dystrophy,'15-35',100,25,,125
Maharashtra,Solapur,Muscular Dystrophy,'0-6',,,,
Maharashtra,Solapur,Multiple Sclerosis,'80+',,,,
Maharashtra,Solapur,Multiple Sclerosis,'60-80',1,,,1
Maharashtra,Solapur,Multiple Sclerosis,'6-15',,,,
Maharashtra,Solapur,Multiple Sclerosis,'35-60',4,4,,8
Maharashtra,Solapur,Multiple Sclerosis,'15-35',1,,,1
Maharashtra,Solapur,Multiple Sclerosis,'0-6',,,,
Maharashtra,Solapur,Multiple Disabilities,'80+',1,,,1
Maharashtra,Solapur,Multiple Disabilities,'60-80',24,8,,32
Maharashtra,Solapur,Multiple Disabilities,'6-15',193,117,,310
Maharashtra,Solapur,Multiple Disabilities,'35-60',82,44,,126
Maharashtra,Solapur,Multiple Disabilities,'15-35',191,100,,291
Maharashtra,Solapur,Multiple Disabilities,'0-6',2,2,,4
Maharashtra,Solapur,Mental Illness,'80+',1,,,1
Maharashtra,Solapur,Mental Illness,'60-80',11,7,,18
Maharashtra,Solapur,Intellectual Disability,'80+',,,,
Maharashtra,Solapur,Intellectual Disability,'60-80',15,6,,21
Maharashtra,Solapur,Dwarfism,'0-6',,,,
Maharashtra,Solapur,Chronic Neurological Conditions,'80+',,,,
Maharashtra,Solapur,Chronic Neurological Conditions,'60-80',6,2,,8
Maharashtra,Solapur,Chronic Neurological Conditions,'6-15',12,4,,16
Maharashtra,Solapur,Chronic Neurological Conditions,'35-60',41,3,,44
Maharashtra,Solapur,Chronic Neurological Conditions,'15-35',23,7,,30
Maharashtra,Solapur,Chronic Neurological Conditions,'0-6',2,1,,3
Maharashtra,Solapur,Cerebral Palsy,'80+',6,,1,7
Maharashtra,Solapur,Cerebral Palsy,'60-80',115,31,,146
Maharashtra,Solapur,Cerebral Palsy,'6-15',350,211,1,562
Maharashtra,Solapur,Cerebral Palsy,'35-60',494,189,,683
Maharashtra,Solapur,Cerebral Palsy,'15-35',613,294,,907
Maharashtra,Solapur,Cerebral Palsy,'0-6',81,32,,113
Maharashtra,Solapur,Blindness,'80+',39,14,,53
Maharashtra,Solapur,Blindness,'60-80',363,128,,491
Maharashtra,Solapur,Blindness,'6-15',125,96,,221
Maharashtra,Solapur,Blindness,'35-60',867,443,1,1311
Maharashtra,Solapur,Dwarfism,'15-35',47,77,,124
Maharashtra,Solapur,Dwarfism,'35-60',36,49,,85
Maharashtra,Solapur,Dwarfism,'6-15',19,7,,26
Maharashtra,Solapur,Intellectual Disability,'6-15',987,607,,1594
Maharashtra,Solapur,Intellectual Disability,'35-60',513,391,,904
Maharashtra,Solapur,Intellectual Disability,'15-35',1955,1092,,3047
Maharashtra,Solapur,Intellectual Disability,'0-6',14,5,,19
Maharashtra,Solapur,Hemophilia,'60-80',,,,
Maharashtra,Solapur,Hemophilia,'6-15',10,,,10
Maharashtra,Solapur,Hemophilia,'35-60',9,,,9
Maharashtra,Solapur,Hemophilia,'15-35',17,,,17
Maharashtra,Solapur,Hemophilia,'0-6',4,,,4
Maharashtra,Solapur,Hearing Impairment,'80+',9,3,,12
Maharashtra,Solapur,Hearing Impairment,'60-80',160,44,,204
Maharashtra,Solapur,Hearing Impairment,'6-15',477,381,,858
Maharashtra,Solapur,Hearing Impairment,'35-60',1171,424,,1595
Maharashtra,Solapur,Hearing Impairment,'15-35',1976,1023,,2999
Maharashtra,Solapur,Hearing Impairment,'0-6',20,25,,45
Maharashtra,Solapur,Dwarfism,'80+',,,,
Maharashtra,Solapur,Dwarfism,'60-80',4,5,,9
Maharashtra,Solapur,Blindness,'15-35',620,338,,958
Maharashtra,Wardha,Blindness,'60-80',197,78,,275
Maharashtra,Yavatmal,Chronic Neurological Conditions,'35-60',5,,,5
Maharashtra,Yavatmal,Acid Attack Victim,'6-15',,,,
Maharashtra,Yavatmal,Acid Attack Victim,'35-60',2,,,2
Maharashtra,Washim,Thalassemia,'80+',,,,
Maharashtra,Washim,Thalassemia,'60-80',,,,
Maharashtra,Washim,Thalassemia,'6-15',16,6,,22
Maharashtra,Washim,Thalassemia,'35-60',,1,,1
Maharashtra,Washim,Thalassemia,'15-35',11,3,,14
Maharashtra,Washim,Thalassemia,'0-6',6,3,,9
Maharashtra,Washim,Speech and Language Disability,'80+',,,,
Maharashtra,Washim,Speech and Language Disability,'60-80',7,2,,9
Maharashtra,Washim,Speech and Language Disability,'6-15',13,8,,21
Maharashtra,Washim,Speech and Language Disability,'35-60',31,6,,37
Maharashtra,Washim,Speech and Language Disability,'15-35',34,22,,56
Maharashtra,Washim,Speech and Language Disability,'0-6',,,,
Maharashtra,Washim,Specific Learning Disabilities,'60-80',,,,
Maharashtra,Washim,Specific Learning Disabilities,'6-15',46,31,,77
Maharashtra,Washim,Specific Learning Disabilities,'35-60',,,,
Maharashtra,Yavatmal,Acid Attack Victim,'60-80',,1,,1
Maharashtra,Yavatmal,Autism Spectrum Disorder,'0-6',1,,,1
Maharashtra,Yavatmal,Autism Spectrum Disorder,'15-35',,,,
Maharashtra,Yavatmal,Chronic Neurological Conditions,'15-35',1,1,,2
Maharashtra,Yavatmal,Cerebral Palsy,'80+',,,,
Maharashtra,Yavatmal,Cerebral Palsy,'60-80',2,,,2
Maharashtra,Yavatmal,Cerebral Palsy,'6-15',20,6,,26
Maharashtra,Yavatmal,Cerebral Palsy,'35-60',11,3,,14
Maharashtra,Yavatmal,Cerebral Palsy,'15-35',20,15,,35
Maharashtra,Yavatmal,Cerebral Palsy,'0-6',1,,,1
Maharashtra,Yavatmal,Blindness,'80+',47,17,,64
Maharashtra,Yavatmal,Blindness,'60-80',481,165,,646
Maharashtra,Yavatmal,Blindness,'6-15',94,103,,197
Maharashtra,Yavatmal,Blindness,'35-60',908,374,,1282
Maharashtra,Yavatmal,Blindness,'15-35',511,357,,868
Maharashtra,Yavatmal,Blindness,'0-6',11,4,,15
Maharashtra,Yavatmal,Autism Spectrum Disorder,'80+',,,,
Maharashtra,Yavatmal,Autism Spectrum Disorder,'60-80',1,1,,2
Maharashtra,Yavatmal,Autism Spectrum Disorder,'6-15',2,,,2
Maharashtra,Yavatmal,Autism Spectrum Disorder,'35-60',1,,1,2
Maharashtra,Washim,Specific Learning Disabilities,'15-35',26,22,,48
Maharashtra,Washim,Sickle Cell Disease,'80+',,,,
Maharashtra,Washim,Multiple Sclerosis,'15-35',1,2,,3
Maharashtra,Washim,Multiple Sclerosis,'0-6',,,,
Maharashtra,Washim,Multiple Disabilities,'80+',2,,,2
Maharashtra,Washim,Multiple Disabilities,'60-80',23,9,,32
Maharashtra,Washim,Multiple Disabilities,'6-15',19,11,,30
Maharashtra,Washim,Multiple Disabilities,'35-60',77,35,,112
Maharashtra,Washim,Multiple Disabilities,'15-35',130,70,,200
Maharashtra,Washim,Multiple Disabilities,'0-6',2,1,,3
Maharashtra,Washim,Mental Illness,'80+',1,2,,3
Maharashtra,Washim,Mental Illness,'60-80',53,28,,81
Maharashtra,Washim,Mental Illness,'6-15',2,,,2
Maharashtra,Washim,Mental Illness,'35-60',322,101,,423
Maharashtra,Washim,Mental Illness,'15-35',97,40,,137
Maharashtra,Washim,Mental Illness,'0-6',,,,
Maharashtra,Washim,Low Vision,'80+',35,19,,54
Maharashtra,Washim,Low Vision,'60-80',281,134,,415
Maharashtra,Washim,Low Vision,'6-15',129,82,,211
Maharashtra,Washim,Multiple Sclerosis,'35-60',2,1,,3
Maharashtra,Washim,Multiple Sclerosis,'6-15',,,,
